"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"H3XGDQCE","journalArticle","2022","Eidininkas, Mantas; Simenas, Šarūnas; Auškalnis, Stasys","FACTORS PREDICTING THE OUTCOME OF BCG (BACILLUS CALMETTE-GUERIN) THERAPY","Health Sciences","","","10.35988/sm-hs.2022.222","http://dx.doi.org/10.35988/sm-hs.2022.222","Background: Bacillus Calmette-Guerin is currently con­sidered to be the gold standard in conservative treatment for intermediate and high risk non-muscle invasive blad­der cancer (NMIBC). However, up to 40% of the patients, treated with adjuvant BCG therapy, experience failure. As the new methods of treatment after BCG failure ap­pear, there is a need to assess efficacy of this therapy in order to improve appropriate treatment during or before BCG therapy. Aim: To review the latest studies on factors, predicting BCG efficacy, and provide summarized information re­garding treatment outcomes in current practice. Methodology: The search was conducted in MEDLINE (Pubmed) and ScienceDirect databases using predeter­mined keywords: Bacillus Calmette-Guerin (BCG), fai­lure, intravesical therapy, outcome, response, predicting factors, immunological markers, efficacy. 10 articles pu­blished since 2017 were included in this literature review. Results: Prognostic factors such as the use of antibiotics prior to the therapy, body mass index (BMI), lympho­vascular invasion (LVI), endothelin-1 (ET-1), tumor substaging, CD4/CD8, GATA3/T-bet, CD163/CD68, neu­trophil-to-lymphocyte (NLR) ratios are promising factors for estimating the possible response of BCG therapy be­fore undergoing treatment. Blood eosinophil count and percentage, FISH test following 3 months after first BCG instillation and a Cytokine Panel for Response to Intrave­sical Therapy (CyPRIT) nomogram showed huge poten­tial for predicting BCG outcome during BCG treatment. Conclusion: There are quite many possible clinicopatho­logic, immunological, immunohistochemical and anam­nestical factors that could predict the success of BCG therapy. However, in order to include prognostic fac­tors in treatment guidelines, further studies should be performed to determine which of these factors have the greatest clinical value.","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","170–174","","32","5","","","","","","","","","","","","","","","","","Publisher: Sveikatos mokslai Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8H6X3NDG","dataset","2022","Hoy, Christopher","Vaccinating households against COVID-19: Experimental and Survey evidence from Zambia","","","","10.1257/rct.9027","http://dx.doi.org/10.1257/rct.9027","","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPKAHXCN","journalArticle","2022","Hoy, Christopher","Vaccinating households against COVID-19: Experimental and Survey evidence from Zambia","AEA Randomized Controlled Trials","","","10.1257/rct.9027-1.0","http://dx.doi.org/10.1257/rct.9027-1.0","","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUVLXQS9","journalArticle","2022","Hoy, Christopher","Vaccinating households against COVID-19: Experimental and Survey evidence from Zambia","AEA Randomized Controlled Trials","","","10.1257/rct.9027-2.1","http://dx.doi.org/10.1257/rct.9027-2.1","","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UILWGSRR","journalArticle","2022","Alrowili, Amjad","Potential vaccines and common treatments for COVID-19: a systematic review of randomized controlled trials","International Journal of Medicine in Developing Countries","","1658-7820","10.24911/ijmdc.51-1646055399","http://dx.doi.org/10.24911/ijmdc.51-1646055399","","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","760–767","","","","","","","","","","","","","","","","","","","","Publisher: Discover STM Publishing Ltd. Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR2K5DDG","journalArticle","2022","Mol, Ben W.","Randomized Controlled Trials on COVID-19 Should Be Accurate and Trustworthy","The American Journal of Tropical Medicine and Hygiene","","0002-9637","10.4269/ajtmh.21-0836a","http://dx.doi.org/10.4269/ajtmh.21-0836a","","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","369–369","","1","106","","","","","","","","","","","","","","","","","Publisher: American Society of Tropical Medicine and Hygiene Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8YJR7WI","book","2022","Qin, Sun; Chang, Wei; Peng, Fei; Hu, Zihan; Yang, Yi","Awake Prone Position in COVID-19-Related Acute Respiratory Failure: A Meta-analysis of Randomized Controlled Trials","","","","","http://dx.doi.org/10.21203/rs.3.rs-2079845/v1","Abstract: Background We aimed to investigate the effects of awake prone positioning (APP) in acute hypoxemic, non-intubated patients due to COVID-19 infections. Methods A collection of databases including PubMed, EMBASE, Web of Science and Cochrane Central Register were searched up to June 1, 2022. All randomized trials investigating the effects of the APP were included in the present meta-analysis. The primary outcome was intubation rate, and the secondary outcome included the length of intensive care unit (ICU) and hospital stay, and mortality. Prescribed sub-group analysis was also conducted. Results A total of 10 randomized trials enrolling 2324 patients were finally included in the present study. The results indicated APP was associated with a significant reduction of intubation rate (OR 0.77, 95% CI 0.63 to 0.93,","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","","","","","","","","","","","","Research Square Platform LLC","","","","","","","","","Type: posted-content DOI: 10.21203/rs.3.rs-2079845/v1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXLE5FNB","journalArticle","2022","Gałązka, Jakub Krzysztof","impact of Bacillus Calmette-Guérin (BCG) vaccination on the course of COVID-19","Journal of Education, Health and Sport","","2391-8306","10.12775/jehs.2022.12.10.016","http://dx.doi.org/10.12775/jehs.2022.12.10.016","Nowadays, Bacillus Calmette-Guérin (BCG) is the most commonly used vaccine worldwide, used typically for tuberculosis but also in non-muscle invasive bladder cancer management. Basing on previously confirmed antiviral features of BCG and first statistic data reports, BCG usage in COVID-19 prevention was claimed and its potential molecular mechanism was searched. In scientific literature there was 10 publications proving several possible mechanism of BCG interaction with SARS-CoV-2 infection immune response. The most often was cross-reactivity between various BCG and SARS-CoV-2 antigens, including those crucial for their clinical effects. In most cases, those antigens linking was shown according to bioinformatical research. According to this research, the potential role of BCG in COVID-19 management should be considered as significant, at least until the clinical trials conducted nowadays will be over.","2022","2023-07-03 03:09:10","2023-07-03 03:09:10","","132–142","","10","12","","","","","","","","","","","","","","","","","Publisher: Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFM2ECGI","journalArticle","2022","SELVARAJ, VIJAIRAM; FINN, ARKADIY; LAL, AMOS; CARINO, GERARDO P.","BARICITINIB IN HOSPITALIZED PATIENTS WITH COVID-19: META-ANALYSIS OF RANDOMIZED CONTROLLED TRIALS","Chest","","0012-3692","10.1016/j.chest.2022.08.765","http://dx.doi.org/10.1016/j.chest.2022.08.765","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","4","162","","","","","","","","","","","","","","","","","Publisher: Elsevier BV Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JV5AXUU","book","2022","Asiimwe, Innocent; Pushpakom, Sudeep; Turner, Richard; Kolamunnage-Dona, Ruwanthi; Jorgensen, Andrea L.; Pirmohamed, Munir","Cardiovascular drugs and COVID-19 clinical outcomes: a systematic review and meta-analysis of randomized controlled trials","","","","","http://dx.doi.org/10.22541/au.164431813.39836023/v1","Aims: To update our previously reported systematic review and meta-analysis of observational studies on cardiovascular drug exposure and COVID-19 clinical outcomes by focusing on newly published randomized controlled trials (RCTs). Methods: More than 500 databases were searched between 1-Nov-2020 and 2-Oct-2021 to identify RCTs that were published after our baseline review. One reviewer extracted data with other reviewers verifying the extracted data for accuracy and completeness. Results: After screening 22,414 records, we included 24 and 21 RCTs in the qualitative and quantitative syntheses, respectively. The most investigated drug classes were angiotensin-converting enzyme inhibitors (ACEIs)/angiotensin receptor blocker (ARBs) and anticoagulants, investigated by 10 and 11 studies respectively. In meta-analyses, ACEI/ARBs did not affect hospitalization length (mean difference/MD -0.42, 95% CI -1.83; 0.98 days, n=1183), COVID-19 severity (risk ratio/RR 0.90, 95% CI 0.71; 1.15, n=1661) and mortality (RR 0.92, 95% CI 0.58; 1.47, n=1646). Therapeutic anticoagulation also had no effect (hospitalization length MD -0.29, 95% CI -1.13 to 0.56 days, n=1449; severity RR 0.86, 95% CI 0.70;1.04, n=2696; and, mortality RR 0.93, 95% CI 0.77;1.13, n=5689). Other investigated drug classes were antiplatelets (aspirin, 2 trials), antithrombotics (sulodexide, 1 trial), calcium channel blockers (amlodipine, 1 trial) and lipid modifying drugs (atorvastatin, 1 trial). Conclusion: Moderate- to high-certainty RCT evidence suggests that cardiovascular drugs such as ACEIs/ARBs are not associated with poor COVID-19 outcomes, and should therefore not be discontinued. These cardiovascular drugs should also not be initiated to treat or prevent COVID-19 unless they are needed for an underlying currently approved therapeutic indication.","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","","","","","","","","","","Authorea, Inc.","","","","","","","","","Type: posted-content DOI: 10.22541/au.164431813.39836023/v1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y36KBUHU","journalArticle","2022","Lee, Young Ho; Song, Gwan Gyu","Nocebo responses in randomized controlled trials of COVID-19 vaccines","Int. Journal of Clinical Pharmacology and Therapeutics","","0946-1965","10.5414/cp204028","http://dx.doi.org/10.5414/cp204028","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","5–12","","1","60","","","","","","","","","","","","","","","","","Publisher: Dustri-Verlgag Dr. Karl Feistle Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRWYCYLR","dataset","2022","Wang, Siyu; Jiang, Shuguang; We, Qian","A survey experiment on belief and information regarding COVID-19 in China","","","","10.1257/rct.10659","http://dx.doi.org/10.1257/rct.10659","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSSBB9WS","journalArticle","2022","Wang, Siyu; Jiang, Shuguang; We, Qian","A survey experiment on belief and information regarding COVID-19 in China","AEA Randomized Controlled Trials","","","10.1257/rct.10659-1.0","http://dx.doi.org/10.1257/rct.10659-1.0","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HZLE6DB","journalArticle","2022","Abd-Elsalam, Sherief; Soliman, Shaimaa","Response to “Randomized Controlled Trials on COVID-19 Should be Accurate and Trustworthy”","The American Journal of Tropical Medicine and Hygiene","","0002-9637","10.4269/ajtmh.21-0836b","http://dx.doi.org/10.4269/ajtmh.21-0836b","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","370–370","","1","106","","","","","","","","","","","","","","","","","Publisher: American Society of Tropical Medicine and Hygiene Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RN8VL7FK","journalArticle","2022","Singh, Avinash Kumar; Vidyadhari, Arya; Singh, Harmandeep; Haider, Kashif; Kumar, Anoop; Sharma, Manju","Role of colchicine in the management of COVID-19 patients: A meta-analysis of cohort and randomized controlled trials","Clinical Epidemiology and Global Health","","2213-3984","10.1016/j.cegh.2022.101097","http://dx.doi.org/10.1016/j.cegh.2022.101097","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","101097–101097","","","16","","","","","","","","","","","","","","","","","Publisher: Elsevier BV Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6L9A55E","journalArticle","2022","Ena, Javier; Valls, Victoria","Therapeutic-dose anticoagulation or thromboprophylaxis with low-molecular-weight heparin for moderate Covid-19: meta-analysis of randomized controlled trials","Clinical and Experimental Medicine","","1591-9528","10.1007/s10238-022-00876-3","http://dx.doi.org/10.1007/s10238-022-00876-3","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYTGXD2V","journalArticle","2022","Emara, Moataz Maher; Elsawy, Neamat Hamdy; Abdelaaty, Kholoud M.; Elhamaky, Amal Salah; Eltahan, Naglaa Hamdi","Atorvastatin for reduction of 28-day mortality in hospitalized COVID-19 patients: study protocol for a randomized, double-blinded, placebo-controlled, clinical trial","Trials","","1745-6215","10.1186/s13063-022-06619-9","http://dx.doi.org/10.1186/s13063-022-06619-9","Background: Although mass vaccination has reduced the severity of COVID-19, mortality is still high among hospitalized patients. Being a sepsis-like disease, an anti-inflammatory drug as atorvastatin would reduce mortality and severity in COVID-19. Methods: We designed a randomized clinical trial that recruited 220 COVID-19 patients admitted in the COVID-19 isolation hospital at Mansoura University, Egypt. One hundred ten cases were assigned to receive 40 mg atorvastatin once daily for 28 days, and 110 were assigned to receive placebo. Delta Pharm company supported the study with the drug and the placebo, which mimics the drug as regards the drug package, the tablet color, consistency, and size. All patients received the standard treatment as per the hospital protocol. The Institutional Review Board approval and the informed consent from all participants were obtained. Discussion: The additional issue that we would like to discuss is the added workload on the clinicians and the allied healthcare workers who performed research at the time of the pandemic. Therefore, doing research at the pandemic era was, indeed, challenging. Trial registration: The study was registered at the Clinical Trial Registry (","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","1","23","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTTTS784","dataset","2022","Wichman, Casey","Social Media and Academic Engagement","","","","10.1257/rct.8958-1.0","http://dx.doi.org/10.1257/rct.8958-1.0","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V3S36QHK","journalArticle","2022","Wichman, Casey","Social Media and Academic Engagement","AEA Randomized Controlled Trials","","","10.1257/rct.8958","http://dx.doi.org/10.1257/rct.8958","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TLHNX2Q","journalArticle","2022","Morris, Andrew Conway; Tong, Allison","Novel treatments and trials in COVID-19","COVID-19 Pandemic","","","10.1016/b978-0-323-82860-4.00006-9","http://dx.doi.org/10.1016/b978-0-323-82860-4.00006-9","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","109–120","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier Type: book-chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7G58DRF2","journalArticle","2022","Fang, Tingting; Pan, Xianyang; Huang, Ju; Chen, Jun; Song, Shuli; Zhan, Qilin","Heparin therapy in COVID-19: Call for randomized controlled trials (RCTs)","BioScience Trends","","1881-7815","10.5582/bst.2022.01225","http://dx.doi.org/10.5582/bst.2022.01225","","2022","2023-07-03 03:09:11","2023-07-03 03:09:11","","307–311","","4","16","","","","","","","","","","","","","","","","","Publisher: International Research and Cooperation Association for Bio & Socio-Sciences Advancement (IRCA-BSSA) Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKMYCUCL","journalArticle","2022","Akram, Javed; Azhar, Shehnoor; Shahzad, Muhammad; Latif, Waqas; Khan, Khalid Saeed","Correction to: Pakistan Randomized and Observational Trial to Evaluate Coronavirus Treatment (PROTECT) of Hydroxychloroquine, Oseltamivir and Azithromycin to treat newly diagnosed patients with COVID-19 infection: A structured summary of a study protocol for a randomized controlled trial","Trials","","1745-6215","10.1186/s13063-022-06080-8","http://dx.doi.org/10.1186/s13063-022-06080-8","","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","","","1","23","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFPXKUM8","journalArticle","2022","Yeun, Young-Ran; Kim, Sang-Dol","Psychological Effects of Online-Based Mindfulness Programs during the COVID-19 Pandemic: A Systematic Review of Randomized Controlled Trials","International Journal of Environmental Research and Public Health","","1660-4601","10.3390/ijerph19031624","http://dx.doi.org/10.3390/ijerph19031624","(1) Background: The COVID-19 outbreak has caused psychological problems worldwide. This review explored the psychological effects of online-based mindfulness programs during the COVID-19 pandemic. (2) Methods: This systematic review was guided by the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Randomized controlled trials that were published in the English language from 1 January 2020 to 31 May 2021 on online-based mindfulness programs for psychological problems due to the COVID-19 pandemic were searched in electronic databases. Quality assessment was conducted on the retrieved RCTs using the Cochrane risk of bias tool for RCTs. (3) Results: Six RCTs were included in this review. Quality appraisal of included RCTs ranged from 1 for low risk of bias to 5 for high risk of bias. There is evidence from the six RCTs that online-based mindfulness interventions may have favorable effects for reducing the levels of psychological problems, such as anxiety, depression, and stress. (4) Conclusions: Online-based mindfulness programs may be used as complementary interventions for clinical populations, healthy individuals, and healthcare workers with psychological problems due to the COVID-19 pandemic.","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","1624–1624","","3","19","","","","","","","","","","","","","","","","","Publisher: MDPI AG Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XLUSDFII","book","2022","Michiels, Hege; Vandebosch, An; Vansteelandt, Stijn","Estimation and interpretation of vaccine efficacy in COVID-19 randomized clinical trials","","","","","http://dx.doi.org/10.1101/2022.02.02.22270317","Abstract: An exceptional effort by the scientific community has led to the development of multiple vaccines against COVID-19. Efficacy estimates for these vaccines have been widely communicated to the general public, but are nonetheless challenging to compare because they are based on phase 3 trials that differ in study design, definition of vaccine efficacy and in the handling of cases arising shortly after vaccination. In this work, we investigate the impact of these choices on vaccine efficacy estimates, both theoretically and by re-analyzing the Janssen and Pfizer COVID-19 trial data under a uniform protocol. We moreover study the causal interpretation that can be assigned to per-protocol analyses typically performed in vaccine trials. Finally, we propose alternative estimands to measure the intrinsic vaccine efficacy in settings with delayed immune response.","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","","","","","","","","","","","","Cold Spring Harbor Laboratory","","","","","","","","","Type: posted-content DOI: 10.1101/2022.02.02.22270317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6RUKBGGN","journalArticle","2022","Kim, SunYoung; Gollwitzer, Peter M.; Oettingen, Gabriele","Mental contrasting of a negative future facilitates COVID-19 preventative behaviors: two randomized controlled trials","Psychology &amp; Health","","0887-0446","10.1080/08870446.2022.2060978","http://dx.doi.org/10.1080/08870446.2022.2060978","","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","1–23","","","","","","","","","","","","","","","","","","","","Publisher: Informa UK Limited Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6UMD3RZ","journalArticle","2022","Manomaipiboon, Anan; Pholtawornkulchai, Kittisak; Poopipatpab, Sujaree; Suraamornkul, Swangjit; Maneerit, Jakravoot; Ruksakul, Wiroj; Phumisantiphong, Uraporn; Trakarnvanich, Thananda","Efficacy and safety of ivermectin in the treatment of mild to moderate COVID-19 infection: a randomized, double-blind, placebo-controlled trial","Trials","","1745-6215","10.1186/s13063-022-06649-3","http://dx.doi.org/10.1186/s13063-022-06649-3","Background: The emergent outbreak of coronavirus disease (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has emphasized the requirement for therapeutic opportunities to overcome this pandemic. Ivermectin is an antiparasitic drug that has shown effectiveness against various agents, including SARS-CoV-2. This study aimed to assess the efficacy of ivermectin treatment compared with the standard of care (SOC) among people with mild to moderate COVID-19 symptoms. Methods: In this randomized, double-blind, placebo-controlled, single-center, parallel-arm, superiority trial among adult hospitalized patients with mild to moderate COVID-19, 72 patients (mean age 48.57 ± 14.80 years) were randomly assigned to either the ivermectin ( Results: At days 7 and 14, no differences were observed in the proportion of PCR-positive patients (RR 0.97 at day 7 ( Conclusion: No difference was found in the proportion of PCR-positive cases after treatment with ivermectin compared with standard care among patients with mild to moderate COVID-19 symptoms. However, early symptomatic recovery was observed without side effects. Trial registration: ClinicalTrials.gov NCT05076253. Registered on 8 October 2021, prospectively.","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","","","1","23","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQJLSLMF","journalArticle","2022","Hagen, Bjørn Ingulfsvann; Lerdal, Anners; Søraas, Arne; Landrø, Nils Inge; Bø, Ragnhild; Småstuen, Milada Cvancarova; Becker, Jacqueline; Stubberud, Jan","Cognitive rehabilitation in post-COVID-19 condition: A study protocol for a randomized controlled trial","Contemporary Clinical Trials","","1551-7144","10.1016/j.cct.2022.106955","http://dx.doi.org/10.1016/j.cct.2022.106955","","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","106955–106955","","","122","","","","","","","","","","","","","","","","","Publisher: Elsevier BV Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DG4AT4YV","book","2022","Borghi, John A.; Payne, Cheyenne; Ren, Lily; Woodward, Amanda L.; Wong, Connie; Stave, Christopher","Open Science and COVID-19 Randomized Controlled Trials: Examining Open Access, Preprinting, and Data Sharing-Related Practices During the Pandemic","","","","","http://dx.doi.org/10.1101/2022.08.10.22278643","Open Materials: We are committed to making the details of our research process as open as possible. The data and code that underlie our analyses are archived and published through the Dryad Data Repository (","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","","","","","","","","","","","","Cold Spring Harbor Laboratory","","","","","","","","","Type: posted-content DOI: 10.1101/2022.08.10.22278643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RS4XFXVW","journalArticle","2022","Jung, Dae-In; Kim, Hyun-Joong","Rehabilitation of Patients with Post COVID-19: A Systematic Review and Meta-analysis of Randomized Controlled Trials","KOREAN ACADEMY OF CARDIORESPIRATORY PHYSICAL THERAPY","","2288-615X","10.32337/kacpt.2022.10.1.13","http://dx.doi.org/10.32337/kacpt.2022.10.1.13","Purpose: Data on clinical and prognosis of patients post coronavirus disease-2019 (COVID-19) and interest in rehabilitation are still insufficient. Contagious isolation causes respiratory, physical, and psychological dysfunction. Therefore, we synthesized and analyzed the effect of rehabilitation on patients with COVID-19 studied abroad. Methods: Randomized controlled trials on the rehabilitation of patients with COVID-19 were searched using four international databases: CINAHL, Embase, MEDLINE, and PEDro. For rehabilitation, a protocol including breathing training and physical activity was selected, and usual care or prior values were used for the control group. The quality of randomized controlled trials was assessed using the risk-of-bias tool provided by the Cochrane Library. Analysis was performed using RevMan 5.4, and data were weighted and pooled with a random-effects model. Results: Of the 129 studies identified, 4 were finally selected. A total of 227 patients with COVID-19 were evaluated, and significant improvements were seen in forced expiratory volume in one second (SMD = 0.75; 95% confidence interval [CI] 0.10-1.40; overall effect [Z = 2.25]) and depression (SMD = 3.46; 95% CI, 1.21-5.71; overall effect [Z = 3.02]), excluding forced vital capacity (SMD = 0.28; 95% CI −0.09 to 0.65; overall effect [Z = 1.48]). Conclusion: Rehabilitation showed improvement in respiratory function through breathing training, but a more effective protocol is required for tele-rehabilitation. In addition, interventions involving physical activity will have a beneficial effect on muscle loss and depression caused by quarantine because of coronavirus infection.","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","13–18","","1","10","","","","","","","","","","","","","","","","","Publisher: Korean Academy Of Cardiorespiratory Physical Therapy Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5WSF3CI","dataset","2022","Schneider, Florian","Incentives, economic preferences and vaccination uptake","","","","10.1257/rct.8906-1.0","http://dx.doi.org/10.1257/rct.8906-1.0","","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LTKNJFT","dataset","2022","Schneider, Florian","Incentives, economic preferences and vaccination uptake","","","","10.1257/rct.8906","http://dx.doi.org/10.1257/rct.8906","","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDQ7UCBT","journalArticle","2022","FAIZAN, UNAIZA; ELKHAPERY, AHMED; JAIN, DEEPTANSHU; ANWER, FAIZ","EFFICACY AND SAFETY OF THERAPEUTIC VERSUS PROPHYLACTIC ANTICOAGULATION IN PATIENTS WITH COVID-19 INFECTION: A SYSTEMATIC REVIEW OF RANDOMIZED CONTROLLED TRIALS","Chest","","0012-3692","10.1016/j.chest.2022.08.278","http://dx.doi.org/10.1016/j.chest.2022.08.278","","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","","","4","162","","","","","","","","","","","","","","","","","Publisher: Elsevier BV Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5GQPR4VF","journalArticle","2022","Joshi, Medha","Effects of COVID-19 pandemic on conduct of clinical trials.","Journal of Pharmacovigilance and Drug Research","","2582-7235","10.53411/jpadr.2022.3.1.1","http://dx.doi.org/10.53411/jpadr.2022.3.1.1","","2022","2023-07-03 03:09:12","2023-07-03 03:09:12","","1–6","","1","3","","","","","","","","","","","","","","","","","Publisher: Global Pharmacovigilance Society Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
