"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YNLVTA8C","journalArticle","2021","Forni, Guido; Mantovani, Alberto","COVID-19 vaccines: where we stand and challenges ahead.","Cell death and differentiation","","1476-5403","10.1038/s41418-020-00720-9","","In the eleven months elapsed since the identification of the SARS-CoV-2 virus and its genome, an exceptional effort by the scientific community has led to the development of over 300 vaccine projects. Over 40 are now undergoing clinical evaluation, ten of these are in Phase III clinical trials, three of them have ended Phase III with positive results. A few of these new vaccines are being approved for emergency use. Existing data suggest that new vaccine candidates may be instrumental in protecting individuals and reducing the spread of pandemic. The conceptual and technological platforms exploited are diverse, and it is likely that different vaccines will show to be better suited to distinct groups of the human population. Moreover, it remains to be elucidated whether and to what extent the capacity of vaccines under evaluation and of unrelated vaccines such as BCG can increase immunological fitness by training innate immunity to SARS-CoV-2 and pathogen-agnostic protection. Due to the short development time and the novelty of the technologies adopted, these vaccines will be deployed with several unresolved issues that only the passage of time will permit to clarify. Technical problems connected with the production of billions of doses and ethical ones connected with the availably of these vaccines also in the poorest countries, are imminent challenges facing us. It is our tenet that in the long run more than one vaccine will be needed to ensure equitable global access, protection of diverse subjects and immunity against viral variants.","2021","2023-07-03 03:17:38","2023-07-03 03:17:38","","626–639","","2","28","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHA52JVQ","journalArticle","2021","Brooks, Nathan A.; Puri, Ankur; Garg, Sanya; Nag, Swapnika; Corbo, Jacomo; Turabi, Anas El; Kaka, Noshir; Zemmel, Rodney W.; Hegarty, Paul K.; Kamat, Ashish M.","The association of Coronavirus Disease-19 mortality and prior bacille Calmette-Guerin vaccination: a robust ecological analysis using unsupervised machine learning.","Scientific reports","","2045-2322","10.1038/s41598-020-80787-z","","Population-level data have suggested that bacille Calmette-Guerin (BCG) vaccination may lessen the severity of Coronavirus Disease-19 (COVID-19) prompting clinical trials in this area. Some reports have demonstrated conflicting results. We performed a robust, ecologic analysis comparing COVID-19 related mortality (CRM) between strictly selected countries based on BCG vaccination program status utilizing publicly available databases and machine learning methods to define the association between active BCG vaccination programs and CRM. Validation was performed using linear regression and country-specific modeling. CRM was lower for the majority of countries with a BCG vaccination policy for at least the preceding 15 years (BCG15). CRM increased significantly for each increase in the percent population over age 65. A higher total population of a country and BCG15 were significantly associated with improved CRM. There was a consistent association between countries with a BCG vaccination for the preceding 15 years, but not other vaccination programs, and CRM. BCG vaccination programs continued to be associated with decreased CRM even for populations < 40 years old where CRM events are less frequent.","2021","2023-07-03 03:17:38","2023-07-03 03:17:38","","774","","1","11","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L58BBAKM","journalArticle","2021","Sarinho, Emanuel; Goudouris, Ekaterini; Solé, Dirceu","BCG vaccine: Worrying proposal for COVID-19.","Vaccine","","1873-2518","10.1016/j.vaccine.2020.12.026","","Bacille Calmette-Guérin (BCG) vaccine is proven to be effective in protecting against severe tuberculosis. It has been suggested to be able to exert a non-specific beneficial effect as protection against other infectious diseases. The duration of protection against tuberculosis is estimated to be from 10 to 15 years, but the duration of the protection against other infections is not known, maybe up to 20 years, maybe much shorter than that. We don't know it for sure. BCG induced trained immunity paradigm is based on experimental models, cohort studies with low number of individuals, and some epidemiological data in which other possible interfering factors are not controlled. The titles and scopes of scientific articles should be cautiously considered as they can promote indications of getting vaccinated or revaccinated with BCG, before its effectiveness is confirmed and recommendations are published. Besides, revaccination with BCG can put at serious risk patients with primary or secondary immunodeficiency. Maybe BCG vaccine is effective in preventing COVID-19 deaths or reducing its severity, but may the effect of this vaccine be relevant even with poor health politics and assistance? It is very difficult to compare the epidemiologic data about COVID-19 in different countries. There are countless factors, mainly social and related to the healthcare system, which can be more decisive than the hypothesis of trained immunity induced by BCG. Until now, we can say that BCG's protective role is, at least, insufficient, given many other factors that corroborate SARS-CoV-2 infection and/or its severity.","2021","2023-07-03 03:17:39","2023-07-03 03:17:39","","460–462","","3","39","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQ6QB8BM","journalArticle","2021","Netea, Mihai G.; Meer, Jos Wm van der; Crevel, Reinout van","BCG vaccination in health care providers and the protection against COVID-19.","The Journal of clinical investigation","","1558-8238","10.1172/JCI145545","","A number of coronavirus disease 2019 (COVID-19) vaccine candidates have shown promising results, but substantial uncertainty remains regarding their effectiveness and global rollout. Boosting innate immunity with bacillus Calmette Guérin (BCG) or other live attenuated vaccines may also play a role in the fight against the COVID-19 pandemic. BCG has long been known for its nonspecific beneficial effects that are most likely explained by epigenetic and metabolic reprogramming of innate immune cells, termed trained immunity. In this issue of the JCI, Rivas et al. add to these arguments by showing that BCG-vaccinated health care providers from a Los Angeles health care organization had lower rates of COVID-19 diagnoses and seropositivity compared with unvaccinated individuals. Prospective clinical trials are thus warranted to explore the effects of BCG vaccination in COVID-19. We posit that beyond COVID-19, vaccines such as BCG that elicit trained immunity may mitigate the impact of emerging pathogens in future pandemics.","2021","2023-07-03 03:17:39","2023-07-03 03:17:39","","","","2","131","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENFJK4N3","journalArticle","2021","Khade, Shankar M.; Yabaji, Shivraj M.; Srivastava, Jyoti","An update on COVID-19: SARS-CoV-2 life cycle, immunopathology, and BCG vaccination.","Preparative biochemistry & biotechnology","","1532-2297","10.1080/10826068.2020.1848869","","The causative agent of novel coronavirus disease (COVID-19) is severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The SARS-CoV-2 possesses RNA as a genetic material with 79% of the match with the bat SARS-CoV genome, which became epidemic in 2002. The SARS-CoV-2 peripheral Spike-Fc protein binds specifically to the ACE2 receptors present on bronchial epithelial cells and alveolar pneumocytes to downmodulates its expression which leads to severe acute respiratory failure. The disease is super infectious from human to human and the symptoms are similar to flu. The old aged and immunocompromised population are severely affected, and healthcare providers globally applied various strategies for treatment including the repurposing of drugs including antimalarial drug, hydroxychloroquine and anti-viral drugs.Herein, we described the SARS-CoV-2 pandemic, immune responses, possible drug targets, vaccines under the trials and correlated the possibility of trained immunity induced by BCG vaccination over control of SARS-CoV-2 infection. The countries with constraint BCG vaccination policy are struggling badly compared to countries with BCG vaccination policy. The BCG vaccination policy supports either lowering the total number of COVID-19 cases or the increasing recovery rate.","2021","2023-07-03 03:17:39","2023-07-03 03:17:39","","650–658","","7","51","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWFLPG9Z","journalArticle","2021","Rivas, Magali Noval; Ebinger, Joseph E.; Wu, Min; Sun, Nancy; Braun, Jonathan; Sobhani, Kimia; Eyk, Jennifer E. Van; Cheng, Susan; Arditi, Moshe","BCG vaccination history associates with decreased SARS-CoV-2 seroprevalence across a diverse cohort of health care workers.","The Journal of clinical investigation","","1558-8238","10.1172/JCI145157","","BACKGROUNDSevere acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused more than 1 million deaths worldwide; thus, there is an urgent need to develop preventive and therapeutic strategies. The antituberculosis vaccine bacillus Calmette-Guérin (BCG) demonstrates nonspecific, protective innate immune-boosting effects. Here, we determined whether a history of BCG vaccination was associated with decreased SARS-CoV-2 infection and seroconversion in a longitudinal, retrospective observational study of a diverse cohort of health care workers (HCWs).METHODSWe assessed SARS-CoV-2 seroprevalence and collected medical questionnaires, which included information on BCG vaccination status and preexisting demographic and clinical characteristics, from an observational cohort of HCWs in a multisite Los Angeles health care organization. We used multivariate analysis to determine whether a history of BCG vaccination was associated with decreased rates of SARS-CoV-2 infection and seroconversion.RESULTSOf the 6201 HCWs, 29.6% reported a history of BCG vaccination, whereas 68.9% had not received BCG vaccination. Seroprevalence of anti-SARS-CoV-2 IgG as well as the incidence of self-reported clinical symptoms associated with coronavirus disease 2019 (COVID-19) were markedly decreased among HCWs with a history of BCG vaccination compared with those without BCG vaccination. After adjusting for age and sex, we found that a history of BCG vaccination, but not meningococcal, pneumococcal, or influenza vaccination, was associated with decreased SARS-CoV-2 IgG seroconversion.CONCLUSIONSA history of BCG vaccination was associated with a decrease in the seroprevalence of anti-SARS-CoV-2 IgG and a lower number of participants who self-reported experiencing COVID-19-related clinical symptoms in this cohort of HCWs. Therefore, large randomized, prospective clinical trials of BCG vaccination are urgently needed to confirm whether BCG vaccination can confer a protective effect against SARS-CoV-2 infection.","2021","2023-07-03 03:17:39","2023-07-03 03:17:39","","","","2","131","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLBAH2BF","journalArticle","2021","Mosaddeghi, Pouria; Shahabinezhad, Farbod; Dorvash, Mohammadreza; Goodarzi, Mojtaba; Negahdaripour, Manica","Harnessing the non-specific immunogenic effects of available vaccines to combat COVID-19.","Human vaccines & immunotherapeutics","","2164-554X","10.1080/21645515.2020.1833577","","No proven remedy is identified for COVID-19 yet. SARS-CoV-2, the viral agent, is recognized by some endosomal and cytosolic receptors following cell entry, entailing innate and adaptive immunity stimulation, notably through interferon induction. Impairment in immunity activation in some patients, mostly elderlies, leads to high mortalities; thus, promoting immune responses may help. BCG vaccine is under investigation to prevent COVID-19 due to its non-specific effects on the immune system. However, other complementary immune-induction methods at early stages of the disease may be needed. Here, the potentially preventive immunologic effects of BCG and influenza vaccination are compared with the immune response defects caused by aging and COVID-19. BCG co-administration with interferon-α/-β, or influenza vaccine is suggested to overcome its shortcomings in interferon signaling against COVID-19. However, further studies are highly recommended to assess the outcomes of such interventions considering their probable adverse effects especially augmented innate immune responses and overproduction of proinflammatory mediators.","2021","2023-07-03 03:17:39","2023-07-03 03:17:39","","1650–1661","","6","17","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VZD7Z9V","journalArticle","2021","Tavakol, Shima; Alavijeh, Mo S.; Seifalian, Alexander M.","COVID-19 Vaccines in Clinical Trials and their Mode of Action for Immunity against the Virus.","Current pharmaceutical design","","1873-4286","10.2174/1381612826666201023143956","","For nearly two decades, coronaviruses have caused many health and economic problems, while no effective commercial vaccine has yet been developed. It is worth mentioning that despite some mutations and recombination in SARS-CoV-2, its genotype is very close to the original strain from Wuhan, China. Therefore, the development of an effective vaccine would be promising. It might be hypothesized that BCG vaccination is performed in high-risk populations before the commercialization of an effective SARS-CoV-2 vaccine. However, the development of an effective vaccine without considering the adverse immune reactions derived from antibody-dependent or cell-based immune enhancement may threaten vaccinated people's lives and long-term side effects must be considered. To this end, targeting of the receptor-binding domain (RBD) in spike and not whole spike, glycolization of FC receptors, PD-1 blockers, CPPs, etc., are promising. Therefore, the subunit vaccines or RNA vaccines that encode the RBP segment of the spike are of interest. To enhance the vaccine efficacy, its co-delivery with an adjuvant has been recommended. Nanoparticles modulate immune response with higher efficiency than the soluble form of antigens and can be functionalized with the positively charged moieties and ligands of targeted cells, such as dendritic cells, to increase cellular uptake of the antigens and their presentation on the surface of immune cells. This research aimed to discuss the COVID-19 vaccines entering the clinical trial and their mode of action effective immunity against the virus and discusses their advantages compared to each other.","2021","2023-07-03 03:17:40","2023-07-03 03:17:40","","1553–1563","","13","27","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LVMJ5ZSJ","journalArticle","2021","Zlotta, Alexandre R.","Novel use of an old compound? Urologist-led Bacille Calmette-Guérin vaccine trials in the prevention of coronavirus disease 2019.","BJU international","","1464-410X","10.1111/bju.15267","","","2021","2023-07-03 03:17:40","2023-07-03 03:17:40","","35–36","","1","127","","","","","","","","","","","","","","","","","Type: Letter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXLX394Z","journalArticle","2021","Sallard, E.; Belhadi, D.; Lescure, F.-X.; Yazdanpanah, Y.; Peiffer-Smadja, N.","Clinical trial protocols of repurposed prophylaxis for COVID-19: A review.","Infectious diseases now","","2666-9919","10.1016/j.medmal.2020.09.013","","Efficient therapeutic strategies are needed to counter the COVID-19 pandemic, caused by the SARS-CoV-2 virus. In a context where specific vaccines are not yet available, the containment of the pandemic would be facilitated with efficient prophylaxis. We screened several clinical trials repositories and platforms in search of the prophylactic strategies being investigated against COVID-19 in July 2020. Up to July 5, 2020, only one clinical trial result was published, although we found 112 clinical trial protocols targeting medical workers (n=70, 63%), patients relatives (n=20, 18%) or individuals at risk of severe COVID-19 (n=14, 13%). (Hydroxy)chloroquine was the most frequently evaluated treatment (n=69, 62%), before BCG vaccine (n=12, 11%), this followed by numerous antivirals and immune enhancers. Ninety-eight (88%) clinical trials were randomized with a median of planned inclusions of 530 (IQR 258-1299). Both pre- and post-exposure prophylaxes are investigated.","2021","2023-07-03 03:17:40","2023-07-03 03:17:40","","7–13","","1","51","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5L4FQBC6","journalArticle","2021","Jirjees, Feras J.; Bashi, Yahya H. Dallal; Al-Obaidi, Hala J.","COVID-19 Death and BCG Vaccination Programs Worldwide.","Tuberculosis and respiratory diseases","","1738-3536","10.4046/trd.2020.0063","","Several clinical trials are being conducted worldwide to investigate the protective effect of the bacillus Calmette-Guérin (BCG) vaccine against death in healthcare providers who are working directly with coronavirus disease 2019 (COVID-19) patients. Clinical studies suggested that certain live vaccines, particularly the BCG vaccine, could reduce the mortality due to other diseases caused by non-targeted pathogens, most probably through the nonspecific effects (heterologous effects). By the end of May 2020, the available information on the COVID-19 pandemic indicated the great effect of the BCG vaccine in reducing the number of COVID-19 death cases. The occurrence of death due to COVID-19 was found to be 21-fold lower in countries with a national BCG vaccination policy than in countries without such a policy, based on the medians of COVID-19 death case per 1 million of the population in these two groups of countries (p<0.001, MannWhitney test). Therefore, it can be concluded that the early establishment of a BCG vaccination policy in any country is a key element in reducing the number of COVID-19 and tuberculosis death cases.","2021","2023-07-03 03:17:40","2023-07-03 03:17:40","","13–21","","1","84","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQCN4MEE","journalArticle","2021","Chaisemartin, Clément de; Chaisemartin, Luc de","Bacille Calmette-Guérin Vaccination in Infancy Does Not Protect Against Coronavirus Disease 2019 (COVID-19): Evidence From a Natural Experiment in Sweden.","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","","1537-6591","10.1093/cid/ciaa1223","","The bacille Calmette-Guérin (BCG) tuberculosis vaccine has immunity benefits against respiratory infections. Accordingly, it has been hypothesized to have a protective effect against coronavirus disease 2019 (COVID-19). Recent research found that countries with universal BCG childhood vaccination policies tend to be less affected by the COVID-19 pandemic. However, such ecological studies are biased by numerous confounders. Instead, this paper reports on a rare nationwide natural experiment that occurred in Sweden in 1975, where discontinuation of newborns' BCG vaccination led to a dramatic decrease in BCG coverage rate, thus allowing us to estimate BCG's effect without the biases associated with cross-country comparisons. Numbers of COVID-19 cases and hospitalizations were recorded for birth cohorts born just before and just after 1975, representing 1 026 304 and 1 018 544 individuals, respectively. We used regression discontinuity to assess the effect of BCG vaccination on COVID-19-related outcomes. On such a large population, this method allows for a precision that would be hard to achieve using a randomized controlled trial. The odds ratios (95% CI) for COVID-19 cases and COVID-19-related hospitalizations were 1.0005 (.8130-1.1881) and 1.2046 (.7532-1.6560), allowing us to reject fairly modest effects of universal BCG vaccination. We can reject with 95% confidence that universal BCG vaccination reduces the number of cases by 19% and the number of hospitalizations by 25%. While the effect of a recent vaccination must be evaluated, we provide strong evidence that receiving the BCG vaccine at birth does not have a protective effect against COVID-19 among middle-aged individuals.","2021","2023-07-03 03:17:40","2023-07-03 03:17:40","","","","10","72","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SA2YEY3J","journalArticle","2021","Rajapakse, Nipunie; Dixit, Devika","Human and novel coronavirus infections in children: a review.","Paediatrics and international child health","","2046-9055","10.1080/20469047.2020.1781356","","Coronaviruses, seven of which are known to infect humans, can cause a spectrum of clinical presentations ranging from asymptomatic infection to severe illness and death. Four human coronaviruses (hCoVs)-229E, HKU1, NL63 and OC43-circulate globally, commonly infect children and typically cause mild upper respiratory tract infections. Three novel coronaviruses of zoonotic origin have emerged during the past two decades: severe acute respiratory syndrome coronavirus (SARS-CoV-1), Middle East respiratory syndrome coronavirus (MERS-CoV) and the recently discovered severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) which is the cause of the ongoing coronavirus disease 2019 (COVID-19) pandemic. These novel coronaviruses are known to cause severe illness and death predominantly in older adults and those with underlying comorbidities. Consistent with what has been observed during the outbreaks of SARS and MERS, children with COVID-19 are more likely to be asymptomatic or to have mild-to-moderate illness, with few deaths reported in children globally thus far. Clinical symptoms and laboratory and radiological abnormalities in children have been similar to those reported in adults but are generally less severe. A rare multisystem inflammatory syndrome in children (MIS-C) which has resulted in critical illness and some deaths has recently been described. Clinical trials for therapeutics and vaccine development should include paediatric considerations. Children may play an important role in the transmission of infection and outbreak dynamics and could be a key target population for effective measures to control outbreaks. The unintended consequences of the unprecedented scale and duration of pandemic control measures for children and families around the world should be carefully examined.Abbreviations: 2019-nCoV, 2019 novel coronavirus; ADEM, acute demyelinating encephalomyelitis; AAP, American Academy of Pediatrics; ACE-2, angiotensin-converting enzyme 2; ARDS, acute respiratory distress syndrome; BCG, bacillus Calmette-Guérin; BNP, brain natriuretic peptide; CDC, Centers for Disease Control and Prevention; CRP, C-reactive protein; CSF, cerebrospinal fluid; COVID-19, coronavirus disease 2019; CT, computed tomography; CXR, chest X-ray; DOL, day of life; hCoV, human coronavirus; ICU, intensive care unit; IL, interleukin; IVIG, intravenous immunoglobulin; KD, Kawasaki disease; LDH, lactate dehydrogenase; MERS, Middle East respiratory syndrome; MERS-CoV, Middle East respiratory syndrome coronavirus; MEURI, monitored emergency use of unregistered and experimental interventions; MIS-C, multi-system inflammatory syndrome in children; PCR, polymerase chain reaction; PICU, paediatric intensive care unit; RNA, ribonucleic acid; RCT, randomised-controlled trial; RSV, respiratory syncytial virus; SARS, severe acute respiratory syndrome; SARS-CoV-1, severe acute respiratory syndrome coronavirus 1; SARS-CoV-2, severe acute respiratory syndrome coronavirus 2; TNF-alpha, tumour necrosis factor alpha; UK United Kingdom; UNICEF, United Nations Children's Fund; USA, United States of America; WHO, World Health Organization.","2021","2023-07-03 03:17:40","2023-07-03 03:17:40","","36–55","","1","41","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KDCN9UMP","journalArticle","2021","Desouky, Elsayed","BCG versus COVID-19: impact on urology.","World journal of urology","","1433-8726","10.1007/s00345-020-03251-7","","To search for evidence base for using BCG in the fight against COVID-19 and the possible impact of these clinical trials on urology practice. A literature review about the basis of the ongoing clinical trials using BCG against COVID-19, as well as the use of BCG in urology and if there are any implications of these trials on our practice. Based on data from some epidemiological studies, there are some current clinical trials on the use BCG as a possible prophylactic vaccine against SARS CoV-2 which can affect urology practice. Urologists are already struggling with the global shortage of BCG which can be even more aggravated by such trials. In addition, if the ongoing trials proved the efficacy of BCG as a prophylaxis against COVID-19, this may open the door to more urological research opportunities to question the possibility that intra-vesical BCG, given its systemic immunologic effect, may have been protective to this subgroup of urological patients. The ongoing clinical trials using BCG against COVID-19 can affect our urology practice. We need to stay vigilant to such impacts: BCG shortage and possible new chances for urology research work.","2021","2023-07-03 03:17:40","2023-07-03 03:17:40","","823–827","","3","39","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IFRLII9","journalArticle","2020","Sumon, Tofael Ahmed; Hussain, Md Ashraf; Hasan, Md Tawheed; Hasan, Mahmudul; Jang, Won Je; Bhuiya, Eleus Hussain; Chowdhury, Abdullah Al Mamun; Sharifuzzaman, S. M.; Brown, Christopher Lyon; Kwon, Hyun-Ju; Lee, Eun-Woo","A Revisit to the Research Updates of Drugs, Vaccines, and Bioinformatics Approaches in Combating COVID-19 Pandemic.","Frontiers in molecular biosciences","","2296-889X","10.3389/fmolb.2020.585899","","A new strain of coronavirus severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) responsible for the coronavirus disease 2019 (COVID-19) pandemic was first detected in the city of Wuhan in Hubei province, China in late December 2019. To date, more than 1 million deaths and nearly 57 million confirmed cases have been recorded across 220 countries due to COVID-19, which is the greatest threat to global public health in our time. Although SARS-CoV-2 is genetically similar to other coronaviruses, i.e., SARS and Middle East respiratory syndrome coronavirus (MERS-CoV), no confirmed therapeutics are yet available against COVID-19, and governments, scientists, and pharmaceutical companies worldwide are working together in search for effective drugs and vaccines. Repurposing of relevant therapies, developing vaccines, and using bioinformatics to identify potential drug targets are strongly in focus to combat COVID-19. This review deals with the pathogenesis of COVID-19 and its clinical symptoms in humans including the most recent updates on candidate drugs and vaccines. Potential drugs (remdesivir, hydroxychloroquine, azithromycin, dexamethasone) and vaccines [mRNA-1273; measles, mumps and rubella (MMR), bacille Calmette-Guérin (BCG)] in human clinical trials are discussed with their composition, dosage, mode of action, and possible release dates according to the trial register of US National Library of Medicines (clinicaltrials.gov), European Union (clinicaltrialsregister.eu), and Chinese Clinical Trial Registry (chictr.org.cn) website. Moreover, recent reports on in silico approaches like molecular docking, molecular dynamics simulations, network-based identification, and homology modeling are included, toward repurposing strategies for the use of already approved drugs against newly emerged pathogens. Limitations of effectiveness, side effects, and safety issues of each approach are also highlighted. This review should be useful for the researchers working to find out an effective strategy for defeating SARS-CoV-2.","2020","2023-07-03 03:17:40","2023-07-03 03:17:40","","585899","","","7","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXR37ALD","journalArticle","2020","Crevel, Reinout van; Meer, Jos W. M. van der; Netea, Mihai G.","[Is it possible that BCG vaccine protects against COVID-19?].","Nederlands tijdschrift voor geneeskunde","","1876-8784","","","A number of clinical trials are currently underway worldwide to assess whether BCG, the old vaccine against tuberculosis, can protect against COVID-19 infection. In this Perspective, we briefly outline the background, the immunological mechanisms (in particular induction of 'innate immune memory' or 'trained immunity'), and further considerations for the potential future use of BCG against viral and other infections.","2020","2023-07-03 03:17:40","2023-07-03 03:17:40","","","","","164","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UNECRK9","journalArticle","2020","Wals, Philippe De; Menzies, Dick; Divangahi, Maziar","Can BCG be useful to mitigate the COVID-19 pandemic? A Canadian perspective.","Canadian journal of public health = Revue canadienne de sante publique","","1920-7476","10.17269/s41997-020-00439-7","","There is ample evidence from in vitro, animal and human studies that the Bacillus Calmette-Guerin (BCG) vaccine epigenetically reprograms innate immunity to provide ""off target"" protection against pathogens other than mycobacteria. This process has been termed ""trained immunity"". Although recent ecological studies suggested an association between BCG policies and the frequency or severity of COVID-19 in different countries, the interpretation of these results is challenging. For this reason, a case-control study aiming to test this hypothesis has been initiated in Quebec. Several phase III clinical trials are underway, including one in Canada, to assess the efficacy of BCG against SARS-CoV-2 infection (results expected in 2021). In the past, BCG has been widely used in Canada but current indications are restricted to high-risk individuals and communities experiencing TB outbreaks as well as for the treatment of bladder cancer. The potential implication of BCG as an interim measure to mitigate COVID-19 is the subject of widespread discussion in the scientific community and can be considered for the vulnerable population in Canada. To conclude, BCG vaccination should be placed on the agenda of research funding agencies, scientific advisory committees on immunization and federal/provincial/territorial public health authorities.","2020","2023-07-03 03:17:40","2023-07-03 03:17:40","","939–944","","6","111","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NB3K3N76","journalArticle","2020","Huang, Wenmian; Liu, Tao; Feng, Guodong; Wang, Xin","[Progress in possible effects of BCG vaccine on the prevention of SARS-CoV-2 infection: An update].","Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology","","1007-8738","","","The research and development of the coronavirus disease 2019 (COVID-19) vaccine is being carried out globally. Although vaccine research and development technology has made great progress, the possibility of obtaining a safe and effective vaccine that can control the global epidemic in a short period of time is still low due to the antibody-dependent enhancement effect (ADE) of the vaccine and the mutation of the virus. In the absence of specific treatment for COVID-19, finding other alternative protection schemes has become another treatment idea. Epidemiological studies have found that, in this COVID-19 epidemic, countries with long-term Bacillus Calmette-Guerin (BCG) vaccination policies have relatively less cases and lower mortality rates than countries without relevant policies. This phenomenon may be related to the ""training immunity"" effect of BCG. In order to further clarify the preventive and protective effects of BCG vaccine on SARS-CoV-2 infection, a number of clinical trials are underway.","2020","2023-07-03 03:17:41","2023-07-03 03:17:41","","1044–1048","","11","36","","","","","","","","","","","","","","","","","Type: Journal Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
