"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5FG5EZP4","journalArticle","2022","Ledesma, J. R.; Lurie, P.; Yorlets, R. R.; Daly, G.; ...","Spurious early ecological association suggesting BCG vaccination effectiveness for COVID-19","Plos one","","","","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0274900","… with BCG and COVID-19 … BCG vaccine and COVID-19 infection [7]. As of March 2021, there were more than two dozen clinical trials underway across the globe to evaluate whether BCG …","2022","2023-07-03 03:11:38","2023-07-03 03:11:38","","","","","","","","","","","","","","","","","","","","","","Publisher: journals.plos.org Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EG3742H8","journalArticle","2022","White, A. D.; Sibley, L.; Sarfas, C.; Morrison, A. L.; ...","Influence of aerosol delivered BCG vaccination on immunological and disease parameters following SARS-CoV-2 challenge in rhesus macaques","Frontiers in …","","","10.3389/fimmu.2021.801799","https://www.frontiersin.org/articles/10.3389/fimmu.2021.801799/full","… COVID-19 disease (18). The findings of these trials, and particularly the randomized controlled clinical trials… necessary evidence to determine whether BCG vaccination is able to provide …","2022","2023-07-03 03:11:38","2023-07-03 03:11:38","","","","","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAD645AU","journalArticle","2022","Zapolnik, P.; Kmiecik, W.; Nowakowska, A.; Krzych, ŁJ; ...","… Impact of BCG Re-Vaccination on the Incidence and Severity of SARS-CoV-2 Infections among Symptomatic Healthcare Professionals during the COVID-19 …","Vaccines","","","","https://www.mdpi.com/2076-393X/11/1/75","… a cohort of 120 adult patients with COVID-19 in March and April 2020. Eighty-two patients (68.3%) were vaccinated with BCG, … with BCG were present, which is a significant difference. …","2022","2023-07-03 03:11:38","2023-07-03 03:11:38","","","","","","","","","","","","","","","","","","","","","","Publisher: mdpi.com Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2GB9M5C","journalArticle","2022","Nadolinskaia, N. I.; Kotliarova, M. S.; Goncharenko, A. V.","Fighting Tuberculosis: In Search of a BCG Replacement","Microorganisms","","","","https://www.mdpi.com/2076-2607/11/1/51","… to the positive contribution of BCG persistence in the organism to the relief of COVID-19. … MTBVAC has demonstrated that it is as safe as BCG in preclinical trials [99,110]. In addition, …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: mdpi.com Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCM2GZ3H","journalArticle","2022","Khanam, R.; Islam, S.; Rahman, S.; Ahmed, S.; ...","… -prevalence and risk factors for Severe Acute Respiratory Syndrome Coronavirus 2 infection in women and children in a rural district of Bangladesh: A cohort …","Journal of global …","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9304923/","… In addition to younger age, the high coverage of BCG vaccination in our population may be a possible explanation for asymptomatic or mild presentation of COVID -19 [31,32]. BCG is …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: ncbi.nlm.nih.gov Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJ7FGY7P","journalArticle","2022","Obnial, J. C.; Suzuki, M.; Escuadra, C. J.; Austria, J. T.; ...","Effectiveness of Bacille Calmette-Guerin vaccination policies in reducing infection and mortality of COVID-19: a systematic review","Global Health Research …","","","10.1186/s41256-022-00275-x","https://link.springer.com/article/10.1186/s41256-022-00275-x","… BCG vaccination policies and its association with COVID-19 … trials are now attesting to the protective effect of BCG, … early clinical trials show no effect of BCG vaccination on COVID-19 …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUQQY9SQ","journalArticle","2022","…; Frahm, N.; Team, BCG Correlates PIs Study; ...","The quest for vaccine-induced immune correlates of protection against tuberculosis","Vaccine …","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10117634/","… for validation in ongoing or planned larger trials of BCG re-vaccination and M72/AS01 E . … CoRs and CoPs in the US government COVID-19 vaccine trials, including an open-source …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: ncbi.nlm.nih.gov Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EVEMAYC","journalArticle","2022","Yasri, S.; Wiwanitkit, V.","COVID-19 incidence and Bacillus Calmette-Guerin Vaccination coverage rate: Observation","APIK Journal of Internal Medicine","","","","https://journals.lww.com/joim/Fulltext/2022/10040/COVID_19_Incidence_and_Bacillus_Calmette_Guerin.17.aspx","… guard against COVID-19. Clinical trials are being conducted to evaluate the effectiveness of BCG immunization against SARS-CoV-2 in elderly patients and healthcare professionals.[7] …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: journals.lww.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"223ZA2DY","journalArticle","2022","Mjaess, G.; Lilly, E.; Mansour, R.; Albisinni, S.; Nemr, E.; ...","COVID-19 and BCG: where's the challenge?","World Journal of …","","","10.1007/s00345-020-03554-9","https://link.springer.com/article/10.1007/s00345-020-03554-9","… controlled trials are ongoing to reveal this matter [1]. Desouky has discussed in his review the use of BCG in the context of COVID-19 and its potential additional impact on BCG shortage…","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKUSREMH","journalArticle","2022","Setiabudiawan, T. P.; Reurink, R. K.; Hill, P. C.; Netea, M. G.; ...","Protection against tuberculosis by Bacillus Calmette-Guérin (BCG) vaccination: A historical perspective","Med","","","","https://www.cell.com/med/pdf/S2666-6340(21)00380-9.pdf","… neonatal cohort from South Africa receiving BCG-Denmark or BCG-… trials for its ability to protect against COVID-19. An ongoing BCG revaccination trial against COVID19 found that BCG …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: cell.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R78HTWH2","journalArticle","2022","Rakshit, S.; Adiga, V.; Ahmed, A.; Parthiban, C.; ...","BCG revaccination qualitatively and quantitatively enhances SARS-CoV-2 spike-specific neutralizing antibody and T cell responses induced by the …","Research …","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8902867/","… ; our study is distinct from ongoing clinical trials testing impact of BCG vaccination on SARS-CoV-2 infection outcome in a COVID-19 unvaccinated population. Three important and …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: ncbi.nlm.nih.gov Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5X6DKPM","journalArticle","2022","Silva, ASM da; Albuquerque, L. H. P.; ...","Time to face the proofs: the BCG Moreau vaccine promotes superior inflammatory cytokine profile in vitro when compared with Russia, Pasteur, and Danish …","Human Vaccines & …","","","10.1080/21645515.2021.1989913","https://www.tandfonline.com/doi/full/10.1080/21645515.2021.1989913","… to BCG, Citation25 and hence the importance of the BCG, as well … we were unable to determine the BCG status of our cohort (or even to … BCG vaccination for the prevention of COVID-19. …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: Taylor &Francis Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTJYRX69","journalArticle","2022","Carter, E. D.; Zimmerman, L.; Qian, J.; Roberton, T.; ...","Impact of the early stages of the COVID-19 pandemic on coverage of reproductive, maternal, and newborn health interventions in Ethiopia: a natural …","Frontiers in public …","","","10.3389/fpubh.2022.778413","https://www.frontiersin.org/articles/10.3389/fpubh.2022.778413/full?\&utm_source=Email_to_authors_\&utm_medium=Email\&utm_content=T1_11.5e1_author\&utm_campaign=Email_publication\&field=\&journalName=Frontiers_in_Public_Health\&id=778413","… BCG vaccination were lower in the COVID-19 affected cohort … odds of BCG vaccination in the COVID-19 affected cohort … –0.37) for the COVID-19 affected cohort. Contrary to our primary …","2022","2023-07-03 03:11:39","2023-07-03 03:11:39","","","","","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SE2YGDMQ","journalArticle","2022","Singh, A. K.; Praharaj, M.; Lombardo, K. A.; Yoshida, T.; ...","Re-engineered BCG overexpressing cyclic di-AMP augments trained immunity and exhibits improved efficacy against bladder cancer","Nature …","","","","https://www.nature.com/articles/s41467-022-28509-z","… of evidence that BCG may protect against COVID-19 3,4,5 , and a number of prospective clinical trials of BCG for COVID-19 prevention are currently ongoing 6 . BCG has also been …","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: nature.com Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9TJVM6L","journalArticle","2022","Georges, M.; Lilly, E.; Mansour, R.; Simone, A.; ...","COVID-19 and BCG: where's the challenge?","World Journal of …","","","","https://search.proquest.com/openview/7777c1f6524f0289c2ff68198b3f8347/1?pq-origsite=gscholar\&cbl=36817","… controlled trials are ongoing to reveal this matter [1]. Desouky has discussed in his review the use of BCG in the context of COVID-19 and its potential additional impact on BCG shortage…","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: search.proquest.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD6ZTSH5","book","2022","Nanda, S.; Zafar, M. A.; Singh, S.; Kaur, G.; Arshi, M. U.; ...","Fiction and facts about BCG imparting trained immunity against COVID-19","","","","","http://dspace.iitrpr.ac.in:8080/jspui/handle/123456789/3666","… Clinical trials are underway to consider the efficacy of BCG vaccination against … BCG in eliciting trained immunity and the possible limitations and challenges in controlling COVID-19 …","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","dspace.iitrpr.ac.in","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DN2JFN6M","journalArticle","2022","Hildebrand, R. E.; Chandrasekar, S. S.; Riel, M.; ...","Superinfection with SARS-CoV-2 has deleterious effects on Mycobacterium bovis BCG immunity and promotes dissemination of Mycobacterium tuberculosis","Microbiology …","","","10.1128/spectrum.03075-22","https://journals.asm.org/doi/abs/10.1128/spectrum.03075-22","… cohort … the COVID-19 pandemic, there was speculation on BCG vaccination and its nonspecific immunity being protective against SARS-CoV-2, especially as countries with high BCG …","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: Am Soc Microbiol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXLQPR4Y","journalArticle","2022","Gasmi, A.; Srinath, S.; Dadar, M.; Pivina, L.; Menzel, A.; ...","A global survey in the developmental landscape of possible vaccination strategies for COVID-19","Clinical …","","","","https://www.sciencedirect.com/science/article/pii/S1521661622000389","… COVID-19 vaccine candidates have entered clinical trials on … of reported COVID-19 positive cases in countries with a BCG … between the BCG vaccine and lower COVID-19 cases could …","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEVFDC9E","journalArticle","2022","Tawde, K. M.; Iyer, A. M.; Pawar, H. A.","Repurposing BCG and MMR Vaccines for Combating Covid-19: A Review and Opinion Based on Clinical Evidence","COVID-19 Vaccines-Current State …","","","","https://www.intechopen.com/chapters/83161","… on COVID-19. Most Asian countries with childhood BCG vaccination programs have shown lower COVID-19-… clinical trials, it is not yet advisable to recommend the use of BCG to prevent …","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: intechopen.com Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PPU7A4M","journalArticle","2022","Rakshit, S.; Adiga, V.; Ahmed, A.; Parthiban, C.; ...","Evidence for the heterologous benefits of prior BCG vaccination on COVISHIELD™ vaccine-induced immune responses in SARS-CoV-2 seronegative young …","Frontiers in …","","","10.3389/fimmu.2022.985938","https://www.frontiersin.org/articles/10.3389/fimmu.2022.985938/full","… ) highlighting that BCG revaccination did not significantly impact COVID-19 infection rates in … Our study is distinct from ongoing clinical trials testing impact of BCG vaccination on SARS-…","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZD4TWUY","journalArticle","2022","Aricò, E.; Bracci, L.; Castiello, L.; Urbani, F.; ...","Exploiting natural antiviral immunity for the control of pandemics: lessons from Covid-19","Cytokine &growth factor …","","","","https://www.sciencedirect.com/science/article/pii/S1359610121000927","… that history of BCG vaccination is … COVID-19-related clinical symptoms in a cohort of health-care workers. Notably, current studies are also based on the use of recombinant BCG …","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5SVBYGS7","journalArticle","2022","Dionato, F. A. V.; Jalalizadeh, M.; Buosi, K.; Visacri, M. B.; ...","BCG vaccine safety in COVID-19 convalescent adults: BATTLE a randomized controlled trial","Vaccine","","","","https://www.sciencedirect.com/science/article/pii/S0264410X22008039","… Since the safety of BCG … with COVID-19, the aim of this article is to present findings on adverse events in adults who underwent BCG revaccination during the period of COVID-19 …","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIWQ2NB2","journalArticle","2022","Ranjan, A.; Kumar, P.; Verma, M.; Singh, C.; ...","Role of BCG and Measles vaccination in protection against COVID-19 infection and severity of the disease: A pilot case-control study","National Journal of …","","","","http://njcmindia.com/index.php/file/article/view/160","… Conclusion: BCG vaccination status was not found to be an independent predictor of COVID-19. Further studies with large sample size and better study design (cohort, randomized trials…","2022","2023-07-03 03:11:40","2023-07-03 03:11:40","","","","","","","","","","","","","","","","","","","","","","Publisher: njcmindia.com Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32Q7P4TM","journalArticle","2022","Schaltz-Buchholzer, F.; Sørensen, M. K.; Benn, C. S.; Aaby, P.","The introduction of BCG vaccination to neonates in Northern Sweden, 1927–31: Re-analysis of historical data to understand the lower mortality among BCG …","Vaccine","","","","https://www.sciencedirect.com/science/article/pii/S0264410X21007180","… studies and randomized controlled trials indicate that BCG has marked effects on … BCG can provide protection against COVID-19 is thus being broadly investigated in more than 40 trials […","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4JG632T","journalArticle","2022","Jalalizadeh, M.; Buosi, K.; Dionato, F. A. V.; ...","Randomized clinical trial of BCG vaccine in patients with convalescent COVID‐19: clinical evolution, adverse events, and humoral immune response","Journal of Internal …","","","10.1111/joim.13523","https://onlinelibrary.wiley.com/doi/abs/10.1111/joim.13523","… that BCG revaccination in coronavirus disease 2019 (COVID-19) convalescent adults is safe: the healing of COVID-19 … A retrospective observational study of a diverse cohort of 6679 …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: Wiley Online Library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJPVLNQK","journalArticle","2022","Gałązka, J. K.","The impact of Bacillus Calmette-Guérin (BCG) vaccination on the course of COVID-19: effectiveness and possible mechanism","Journal of Education, Health and Sport","","","","https://apcz.umk.pl/JEHS/article/view/40380","… few randomised clinical trials on protective role of BCG revaccination on COVID-19 severity. … no significant effect of BCG on COVID-19 mortality was shown[40]. The clinical trials in other …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: apcz.umk.pl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8DXXFJ5","journalArticle","2022","Obnial, J. C.; Suzuki, M.; Escuadra, C. J.; Austria, J. T.; ...","Effectiveness of Bacille Calmette-Guerin vaccination policies in reducing infection and severity of COVID-19: a systematic review protocol","J Med Univ Santo …","","","","https://www.academia.edu/download/92642840/pdf.pdf","… BCG vaccination policies and clinical trials related to COVID-19 control and prevention. … This study is not merely limited to the effect of BCG vaccination policies on COVID but will …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: academia.edu Type: PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SIIZANH","journalArticle","2022","Kaufmann, E.; Khan, N.; Tran, K. A.; Ulndreaj, A.; Pernet, E.; ...","BCG vaccination provides protection against IAV but not SARS-CoV-2","Cell Reports","","","","https://www.cell.com/cell-reports/pdf/S2211-1247(22)00238-8.pdf","… BCG vaccination in murine models of COVID-19 are furthermore supported by two physiological hamster models of SARS-CoV-2 infection, demonstrating that BCG … in BCG clinical trials …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: cell.com Type: PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6URD3R4Z","journalArticle","2022","Begam, N. N.; Gupta, G.; Chatterji, S.; Narayan, A.; ...","Impact of BCG vaccination and metabolic risk factors on the severity of SARS-Cov-2 infection: a cross-sectional study from a tertiary care centre in northern India","Sri Lankan Journal of …","","","10.4038/sljid.v12i2.8429/galley/6447","https://sljid.sljol.info/articles/10.4038/sljid.v12i2.8429/galley/6447/download/","… the host response against COVID-19 infection. … BCG vaccine in the past on non-specific infections.Randomized controlled trials to study the efficacy of BCG vaccination against COVID…","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: sljid.sljol.info Type: PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VYRL63MQ","journalArticle","2022","Ozturk, B. C.; Vardaloglu, I.; Harbiyeli, D. O.; Gungordu, N.; ...","Association between presence of Bacillus Calmette–Guerin vaccine scar and coronavirus disease 2019","Medicine","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9726327/","… [3] However, in our study, no relationship was found between BCG scar and the frequency of COVID-19. In a cohort study of BCG-vaccinated individuals, it was reported that the …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: ncbi.nlm.nih.gov Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VN4JS3S","journalArticle","2022","Mukherjee, R.; Yajnik, P.; Muhlemann, N.; ...","A sequential predictive power design for a COVID vaccine trial","Statistics in …","","","10.1080/19466315.2021.1979641","https://www.tandfonline.com/doi/abs/10.1080/19466315.2021.1979641","… Calmette–Guérin (BCG) in providing protection against COVID-19 infections via its known “… currently enrolled cohort. In Section 3, we describe how the current cohort predictive power …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: Taylor &Francis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LVBX3QB","journalArticle","2022","Jansson, M. K.; Neuber, K.; Rudolf, H.; Podbielski, A.; ...","Childhood Bacille Calmette‐Guérin vaccination seems to selectively protect adult males from COVID‐19 infection","Allergy","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9011414/","… more infected BCG‐non‐vaccinated males and fewer infected BCG‐vaccinated males than … A randomized trial (RCT) found that non‐specific effects of BCG vaccination concerning all‐…","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: ncbi.nlm.nih.gov Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6RNMXAV","journalArticle","2022","Finotti, P.","… Mycobacterium bovis BCG with SARS-CoV-2 spike and nuclear proteins: may it predict an antigen-dependent immune protection of BCG against COVID-19?","Cell Stress and Chaperones","","","10.1007/s12192-021-01244-y","https://link.springer.com/article/10.1007/s12192-021-01244-y","… The Bacillus Calmette-Guérin (BCG) vaccine is known … BCG vaccine in reducing both susceptibility to and severity of SARS-CoV-2 infection. The protective, non-specific effects of BCG …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAXHLQZL","journalArticle","2022","Al-Herz, W.; Husain, E. H.; Adeli, M.; ...","BCG Vaccine–associated Complications in a Large Cohort of Children With Combined Immunodeficiencies Affecting Cellular and Humoral Immunity","The Pediatric …","","","","https://www.ingentaconnect.com/content/wk/inf/2022/00000041/00000011/art00030","… One of the important observations in this study was that 42% of our cohort were vaccinated with BCG despite having a prior positive family history of CID. In addition, 14% of patients …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: ingentaconnect.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5P5JWAJ","journalArticle","2022","SJCFM, M.; Taks, E.; Doesschate, T. Ten; ...","Efficacy of Bacillus Calmette-Guérin vaccination against respiratory tract infections in the elderly during the Covid-19 pandemic.","… Diseases: an Official …","","","","https://www.scienceopen.com/document_file/c5218765-500c-45c2-bd79-e02258837ed4/PubMedCentral/c5218765-500c-45c2-bd79-e02258837ed4.pdf","… Summary: In this study we show that BCG-vaccination cannot protect elderly against Covid19 or … The most likely explanation, however, for the differences observed between earlier trials …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: scienceopen.com Type: PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIHPL9F5","journalArticle","2022","Tao, J.; Rosenfeld, D.; Hsu, J.; Bhatia, A.","Reactivation of a BCG Vaccination Scar Following the First Dose of the Moderna COVID-19 Vaccine.","Cutis","","","","https://cdn.mdedge.com/files/s3fs-public/CT109003148.PDF","… for the prevention of COVID-19. We describe a case of BCG vaccination scar reactivation in a … A recent retrospective cohort study showed that a BCG vaccination booster may decrease …","2022","2023-07-03 03:11:41","2023-07-03 03:11:41","","","","","","","","","","","","","","","","","","","","","","Publisher: cdn.mdedge.com Type: PDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HB3ZDUFG","journalArticle","2022","Gela, A.; Murphy, M.; Rodo, M.; Hadley, K.; Hanekom, W. A.; ...","Effects of BCG vaccination on donor unrestricted T cells in two prospective cohort studies","…","","","","https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(22)00023-8/fulltext","… In one group (BCG vaccinated), infants received BCG at birth as is … In the second group (BCG naïve), BCG vaccination was … In the BCG naïve (with delayed BCG vaccination) cohort, …","2022","2023-07-03 03:11:42","2023-07-03 03:11:42","","","","","","","","","","","","","","","","","","","","","","Publisher: thelancet.com Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68QINGVX","journalArticle","2022","Osei, I.; Sarwar, G.; Hossain, I.; Sonko, K.; Ceesay, L.; ...","Attendance and vaccination at immunization clinics in rural Gambia before and during the COVID-19 pandemic","Vaccine","","","","https://www.sciencedirect.com/science/article/pii/S0264410X22011252","… COVID-19 and rumours of immunization centres being used to deploy COVID-19 vaccine trials… prominent among vaccines given early in infancy such as BCG, birth dose Hep B, Penta1, …","2022","2023-07-03 03:11:42","2023-07-03 03:11:42","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ERYKLDS","journalArticle","2022","Hupert, N.; Marín-Hernández, D.; Gao, B.; ...","Heterologous vaccination interventions to reduce pandemic morbidity and mortality: Modeling the US winter 2020 COVID-19 wave","Proceedings of the …","","","10.1073/pnas.2025448119","https://www.pnas.org/doi/abs/10.1073/pnas.2025448119","… several randomized controlled trials (RCTs) have assessed the effect of BCG vaccination on … of BCG given to low weight neonates showed reduction in neonatal mortality after BCG, …","2022","2023-07-03 03:11:42","2023-07-03 03:11:42","","","","","","","","","","","","","","","","","","","","","","Publisher: National Acad Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NF2SFR4R","journalArticle","2022","Zamparelli, S. S.; Mormile, M.; Zamparelli, A. S.; ...","Clinical impact of COVID-19 on tuberculosis","Le Infezioni in …","","","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9715002/","… , was first isolated in a cohort of patient whit atypical pneumonia, … BCG vaccination programs [21]. It is worth noting that, after COVID-19 outbreak, was recorded a dramatic drop in BCG …","2022","2023-07-03 03:11:42","2023-07-03 03:11:42","","","","","","","","","","","","","","","","","","","","","","Publisher: ncbi.nlm.nih.gov Type: HTML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
